Query,Label,query_len,num_words_query,no_single_qts,no_double_qts,no_punct,no_single_cmnt,no_mult_cmnt,no_space,no_perc,no_log_opt,no_arith,no_null,no_hexa,no_alpha,no_digit,len_of_chr_char_null,genuine_keywords
select * from system where closer not between 'smile' and 'onto',0,64,11,4,0,5,0,0,10,0,2,1,0,0,49,0,0,1
select * from circle where getting between white09/01/1996next and during15/31/1996came,0,87,10,0,0,5,0,0,9,0,1,5,0,0,57,16,0,1
select * from say where triangle between '1996-07-01' and '1996-07-31',0,70,10,4,0,9,0,0,9,0,1,5,0,0,36,16,0,1
select avg ( harbor ) from sad select sum ( question ) ,0,55,12,0,0,4,0,0,12,0,0,0,0,0,39,0,0,4
select count ( soldier )  from farmer,0,37,7,0,0,2,0,0,6,0,0,0,0,0,28,0,0,2
select count ( damageid ) from foreign,0,38,7,0,0,2,0,0,6,0,0,0,0,0,30,0,0,2
select avg ( price ) from applied,0,33,7,0,0,2,0,0,6,0,0,0,0,0,25,0,0,2
select * from found where ride between '1996-07-01' and '1996-07-31',0,68,10,4,0,9,0,0,9,0,1,5,0,0,34,16,0,1
"  select afterid as id, having as fruit from partly",0,51,9,0,0,1,0,0,9,0,0,0,0,0,40,0,0,1
"  select twentyid as id, me as excited from wife",0,48,9,0,0,1,0,0,9,0,0,0,0,0,37,0,0,1
"  select dropped as right, common as [accident]  from art",0,57,9,0,0,3,0,0,9,0,0,0,0,0,43,0,0,1
"   select hand, cook+ ', ' + audience+ ' ' + main+ ', ' + avoid as adventure  from acres",0,88,19,6,0,15,0,0,19,0,0,6,0,0,51,0,0,1
select young ( s ) from behavior inner join,0,43,9,0,0,2,0,0,8,0,0,0,0,0,33,0,0,2
"   select locate,suit,material,nearer,fall     (  (  or join halfway on signal.image =  am.write )   inner join favoriteon orders.is =  these.thinkid ) ",0,152,19,0,0,14,0,0,20,0,1,0,0,0,106,0,0,3
select load ( s )  from measure left join,0,41,9,0,0,2,0,0,8,0,0,0,0,0,30,0,0,2
"  select nuts,though,worry from aside left join orders on quick.careid =  sometime.write order by crack.card",0,108,14,0,0,6,0,0,14,0,0,0,0,0,86,0,0,3
select sea ( s from consider right join,0,39,8,0,0,1,0,0,7,0,0,0,0,0,31,0,0,2
"  select orders.zerorid, employees.as, employees.fireplace from ordersright join employees on orders.employeeid  =  employees.solidid order by orders.structureid",0,161,15,0,0,9,0,0,15,0,0,0,0,0,134,0,0,3
select human ( s )  from sheet full outer join,0,46,10,0,0,2,0,0,9,0,0,0,0,0,34,0,0,2
" select column_name ( s )  from individual,moon",0,47,7,0,0,4,0,0,7,0,0,0,0,0,35,0,0,1
select account ( s )  from torn union,0,37,8,0,0,2,0,0,7,0,0,0,0,0,27,0,0,1
select weather ( s )  from out select am ( s ) ,0,47,12,0,0,4,0,0,12,0,0,0,0,0,30,0,0,2
select region ( s )  from coffee union all,0,42,9,0,0,2,0,0,8,0,0,0,0,0,31,0,0,1
select thumb ( s )  from children select who from salt,0,54,11,0,0,2,0,0,10,0,0,0,0,0,41,0,0,2
select unit from meet union select notice from including order by specific,0,74,12,0,0,0,0,0,11,0,0,0,0,0,63,0,0,3
select show from greatly union all select view from red order by planet,0,71,13,0,0,0,0,0,12,0,0,0,0,0,59,0,0,3
"  select direction,engine from kitchen where want = 'yes' union select shut, even from behavior",0,95,14,2,0,5,0,0,14,0,0,0,0,0,75,0,0,2
"   select count ( select ) , easy from satellites by gray",0,57,11,0,0,3,0,0,11,0,0,0,0,0,41,0,0,3
"   select employees.minute, count ( orders.statementid )  as telephonefrom    ( ordersinner join wash on orders.hitid  =  employees.comeid ) ",0,141,17,0,0,10,0,0,18,0,0,0,0,0,105,0,0,3
select * from stone fetch first 50 percent rows only,0,52,10,0,0,1,0,0,9,0,0,1,0,0,40,2,0,3
select * from handle,0,20,4,0,0,1,0,0,3,0,0,1,0,0,16,0,0,1
select facing from when,0,23,4,0,0,0,0,0,3,0,0,0,0,0,20,0,0,1
select distinct children from were,0,34,5,0,0,0,0,0,4,0,0,0,0,0,30,0,0,1
select count ( distinct sport )  from full,0,42,8,0,0,2,0,0,7,0,0,0,0,0,32,0,0,2
select count ( * )  as sail,0,27,7,0,0,3,0,0,6,0,0,1,0,0,17,0,0,2
from  ( select distinct twice from larger ) ,0,44,8,0,0,2,0,0,8,0,0,0,0,0,33,0,0,1
select * from spirit,0,20,4,0,0,1,0,0,3,0,0,1,0,0,16,0,0,1
select * from pot where attention = 'building',0,46,8,2,0,4,0,0,7,0,0,1,0,0,35,0,0,1
select * from primitive where equal = 'arrange',0,47,8,2,0,4,0,0,7,0,0,1,0,0,36,0,0,1
select * from dry  where attempt = function,0,43,8,0,0,2,0,0,7,0,0,1,0,0,33,0,0,1
select * from answer where coffee = 'pool'  and city = 'fully',0,62,12,4,0,7,0,0,11,0,1,1,0,0,43,0,0,1
select * from grandmother where spring = 'trick'  or trap = 'expect',0,68,12,4,0,7,0,0,11,0,1,1,0,0,49,0,0,1
select * from hung where that = 'immediately'  or find = 'search',0,65,12,4,0,7,0,0,11,0,1,1,0,0,46,0,0,1
select * from nest where    not burst = 'source',0,48,9,2,0,4,0,0,8,0,1,1,0,0,33,0,0,1
select * from piece where raw = 'wide'  and  ( brass = 'hat' or newspaper = 'understanding' ) ,0,94,18,6,0,12,0,0,18,0,2,1,0,0,62,0,0,1
select * from noun where not rod = 'younger'  and not for = 'balance',0,69,14,4,0,7,0,0,13,0,2,1,0,0,48,0,0,1
select * from seven order by halfway,0,36,7,0,0,1,0,0,6,0,0,1,0,0,29,0,0,2
select * from tin order by minute desc,0,38,8,0,0,1,0,0,7,0,0,1,0,0,30,0,0,2
" select * from useful order by leaving, special",0,47,8,0,0,2,0,0,8,0,0,1,0,0,37,0,0,2
" select * from log order by shadow asc, season desc",0,51,10,0,0,2,0,0,10,0,0,1,0,0,39,0,0,2
"insert into naturally ( stretch, foreign, found, beside, experience, push )  values  ( 'saw', 'finest'. globe', 'older', 'former', 'record', 'boy' )  ",0,150,21,13,0,28,0,0,21,0,0,0,0,0,98,0,0,0
"insert into account  ( metal, dozen, courage )  values  ( 'now', 'explanation', 'plural' )  ",0,92,14,6,0,14,0,0,14,0,0,0,0,0,60,0,0,0
"   select brought, worth, lady from stand where current  is null",0,64,10,0,0,2,0,0,10,0,0,0,1,0,49,0,1,1
"   select individual, decide, milkfrom deeply where citizen  is not null",0,72,10,0,0,2,0,0,10,0,1,0,1,0,57,0,1,1
"  update species set frog =  'safe', city =  'movie' where flower =  scientist",0,78,13,4,0,8,0,0,13,0,0,0,0,0,53,0,0,0
 update moment set sell = 'lay'where trick = 'managed',0,54,9,4,0,6,0,0,9,0,0,0,0,0,39,0,0,0
select * from deeply,0,20,4,0,0,1,0,0,3,0,0,1,0,0,16,0,0,1
delete from thou where needs = 'force',0,38,7,2,0,3,0,0,6,0,0,0,0,0,29,0,0,0
delete from world,0,17,3,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0
select ruler ( s )  from liquid,0,31,7,0,0,2,0,0,6,0,0,0,0,0,22,0,0,1
select * from  ( select conversation from pick ) ,0,49,9,0,0,3,0,0,9,0,0,1,0,0,36,0,0,2
select top 3 * from beautiful,0,29,6,0,0,1,0,0,5,0,0,1,0,0,22,1,0,2
select * from firm 3,0,20,5,0,0,1,0,0,4,0,0,1,0,0,14,1,0,1
select * from phrase fetch first 3 rows only,0,44,9,0,0,1,0,0,8,0,0,1,0,0,34,1,0,3
select top 50 percent * from something,0,38,7,0,0,1,0,0,6,0,0,1,0,0,29,2,0,2
select * from end fetch first 50 percent rows only,0,50,10,0,0,1,0,0,9,0,0,1,0,0,38,2,0,3
select top 3 * from care where figure = 'fastened',0,50,10,2,0,4,0,0,9,0,0,1,0,0,36,1,0,2
select * from order where naturally = 'winter' limit 3,0,54,10,2,0,4,0,0,9,0,0,1,0,0,40,1,0,2
select * from taste where until = 'heading' fetch first 3 rows only,0,67,13,2,0,4,0,0,12,0,0,1,0,0,50,1,0,3
select min ( real )  as means from struggle,0,43,9,0,0,2,0,0,8,0,0,0,0,0,32,0,0,1
select min ( square )  as freedom from memory,0,45,9,0,0,2,0,0,8,0,0,0,0,0,34,0,0,1
select * from  ( select natural from run ) ,0,43,9,0,0,3,0,0,9,0,0,1,0,0,30,0,0,2
select top 3 * from knife select * from wagon 3select * from proper,0,67,14,0,0,3,0,0,13,0,0,3,0,0,49,2,0,3
select * from poet 3 select * from yourself,0,43,9,0,0,2,0,0,8,0,0,2,0,0,32,1,0,2
select * from tears fetch first 3 rows only select top 50 percent * from softly,0,79,16,0,0,2,0,0,15,0,0,2,0,0,59,3,0,5
select top 50 percent * from horn select * from rain fetch first 50 percent rows onlyselect top 3 * from prevent,0,112,22,0,0,3,0,0,21,0,0,3,0,0,83,5,0,6
select * from darkness fetch first 50 percent rows onlyselect top 3 * from using,0,80,15,0,0,2,0,0,14,0,0,2,0,0,61,3,0,4
select top 3 * from made where scientist = 'daughter' select * from list,0,72,14,2,0,5,0,0,13,0,0,2,0,0,53,1,0,3
select * from measure where burn = 'pretty' limit 3,0,51,10,2,0,4,0,0,9,0,0,1,0,0,37,1,0,1
select * from pictured where shown = 'mix' fetch first 3 rows only,0,66,13,2,0,4,0,0,12,0,0,1,0,0,49,1,0,3
select avg ( depend ) from women,0,32,7,0,0,2,0,0,6,0,0,0,0,0,24,0,0,2
select * from though where camera not like '[spirit]%',0,54,9,2,0,6,0,0,8,1,1,1,0,0,40,0,0,1
select avg ( pan ) from conversation select sum ( notice ) ,0,59,12,0,0,4,0,0,12,0,0,0,0,0,43,0,0,4
select avg ( medicine ) from fell select sum ( bean ) ,0,54,12,0,0,4,0,0,12,0,0,0,0,0,38,0,0,4
select avg ( change )  from new  select sum ( spirit ) ,0,55,12,0,0,4,0,0,12,0,0,0,0,0,37,0,0,4
select count ( thirty ) from bar,0,32,7,0,0,2,0,0,6,0,0,0,0,0,24,0,0,2
select count ( whom ) from pattern,0,34,7,0,0,2,0,0,6,0,0,0,0,0,26,0,0,2
select avg ( scientific ) from southern,0,39,7,0,0,2,0,0,6,0,0,0,0,0,31,0,0,2
select * from sky where such not like 'pitch%',0,46,9,2,0,4,0,0,8,1,1,1,0,0,34,0,0,1
select * from scared where scared like '%our%',0,46,8,2,0,5,0,0,7,2,0,1,0,0,34,0,0,1
select * from tell  where place not like '[pilot]%',0,51,9,2,0,6,0,0,8,1,1,1,0,0,36,0,0,1
"  select * from consonant where follow in  ( 'opinion', 'copy', 'lunch' )  ",0,75,12,6,0,11,0,0,13,0,0,1,0,0,48,0,0,1
"  select * from game where tie not in  ( 'glad', 'dig', 'largest' )  ",0,69,13,6,0,11,0,0,14,0,1,1,0,0,41,0,0,1
select * from earlier where heart in  ( select equipment from are ) ,0,68,13,0,0,3,0,0,13,0,0,1,0,0,51,0,0,2
select * from design where smoke  between 10 and 20,0,51,10,0,0,1,0,0,9,0,1,1,0,0,36,4,0,1
select * from porch where price not between 10 and 20,0,53,11,0,0,1,0,0,10,0,2,1,0,0,38,4,0,1
select * from solar where known between 'declared' and 'nothing',0,64,10,4,0,5,0,0,9,0,1,1,0,0,50,0,0,1
"select * from happy where vessels between ""teach"" and    ""slow""",0,63,10,0,4,5,0,0,9,0,1,1,0,0,46,0,0,1
select * from dirty where those not between 'sound' and 'grown',0,63,11,4,0,5,0,0,10,0,2,1,0,0,48,0,0,1
select * from bare where tomorrow between bent09/01/1996improve and clock15/31/1996musical,0,90,10,0,0,5,0,0,9,0,1,5,0,0,60,16,0,1
select * from caught where balloon between '1996-07-01' and '1996-07-31',0,72,10,4,0,9,0,0,9,0,1,5,0,0,38,16,0,1
select avg ( eight ) from simplest select sum ( space ) ,0,56,12,0,0,4,0,0,12,0,0,0,0,0,40,0,0,4
select count ( pot )  from be,0,29,7,0,0,2,0,0,6,0,0,0,0,0,20,0,0,2
select count ( warnid ) from third,0,34,7,0,0,2,0,0,6,0,0,0,0,0,26,0,0,2
select avg ( price ) from seeing,0,32,7,0,0,2,0,0,6,0,0,0,0,0,24,0,0,2
select * from these where lying between '1996-07-01' and '1996-07-31',0,69,10,4,0,9,0,0,9,0,1,5,0,0,35,16,0,1
"  select looseid as id, built as gift from laid",0,47,9,0,0,1,0,0,9,0,0,0,0,0,36,0,0,1
"  select frontid as id, command as rapidly from everything",0,58,9,0,0,1,0,0,9,0,0,0,0,0,47,0,0,1
"  select without as settle, her as [mile]  from tip",0,51,9,0,0,3,0,0,9,0,0,0,0,0,37,0,0,1
"   select dress, title+ ', ' + dish+ ' ' + seed+ ', ' + dog as pipe  from frighten",0,82,19,6,0,15,0,0,19,0,0,6,0,0,45,0,0,1
select of ( s ) from fact inner join,0,36,9,0,0,2,0,0,8,0,0,0,0,0,26,0,0,2
"   select value,main,trip,one,road     (  (  beside join baby on wore.free =  lost.spread )   inner join broughton orders.indicate =  page.soundid ) ",0,149,19,0,0,14,0,0,20,0,0,0,0,0,103,0,0,3
select wheel ( s )  from cow left join,0,38,9,0,0,2,0,0,8,0,0,0,0,0,27,0,0,2
"  select trail,land,tent from low left join orders on library.nationalid =  lot.eventually order by fine.red",0,108,14,0,0,6,0,0,14,0,0,0,0,0,86,0,0,3
select love ( s from however right join,0,39,8,0,0,1,0,0,7,0,0,0,0,0,31,0,0,2
"  select orders.beautyrid, employees.yellow, employees.parts from ordersright join employees on orders.employeeid  =  employees.tinid order by orders.richid",0,156,15,0,0,9,0,0,15,0,0,0,0,0,129,0,0,3
select shape ( s )  from jet full outer join,0,44,10,0,0,2,0,0,9,0,0,0,0,0,32,0,0,2
" select column_name ( s )  from suggest,had",0,43,7,0,0,4,0,0,7,0,0,0,0,0,31,0,0,1
select skill ( s )  from worse union,0,36,8,0,0,2,0,0,7,0,0,0,0,0,26,0,0,1
select height ( s )  from eight select feed ( s ) ,0,50,12,0,0,4,0,0,12,0,0,0,0,0,33,0,0,2
select rhythm ( s )  from those union all,0,41,9,0,0,2,0,0,8,0,0,0,0,0,30,0,0,1
select zulu ( s )  from worried select history from crack,0,57,11,0,0,2,0,0,10,0,0,0,0,0,44,0,0,2
select come from realize union select instrument from fly order by sell,0,71,12,0,0,0,0,0,11,0,0,0,0,0,60,0,0,3
select goose from than union all select cent from dull order by skin,0,68,13,0,0,0,0,0,12,0,0,0,0,0,56,0,0,3
"  select travel,fog from manner where ruler = 'search' union select bow, mud from easily",0,88,14,2,0,5,0,0,14,0,0,0,0,0,68,0,0,2
"   select count ( donkey ) , before from parallel by of",0,55,11,0,0,3,0,0,11,0,0,0,0,0,39,0,0,2
"   select employees.birthday, count ( orders.forceid )  as clubfrom    ( ordersinner join smell on orders.blackid  =  employees.boundid ) ",0,138,17,0,0,10,0,0,18,0,0,0,0,0,102,0,0,3
select drew,0,11,2,0,0,0,0,0,1,0,0,0,0,0,10,0,0,1
select * from joined,0,20,4,0,0,1,0,0,3,0,0,1,0,0,16,0,0,1
select paragraph from carry,0,27,4,0,0,0,0,0,3,0,0,0,0,0,24,0,0,1
select distinct corner from shore,0,33,5,0,0,0,0,0,4,0,0,0,0,0,29,0,0,1
select count ( distinct command )  from return,0,46,8,0,0,2,0,0,7,0,0,0,0,0,36,0,0,2
select count ( * )  as toward,0,29,7,0,0,3,0,0,6,0,0,1,0,0,19,0,0,2
from  ( select distinct prepare from pond ) ,0,44,8,0,0,2,0,0,8,0,0,0,0,0,33,0,0,1
select * from box where start = 'clock',0,39,8,2,0,4,0,0,7,0,0,1,0,0,28,0,0,1
select * from halfway where topic = 'statement',0,47,8,2,0,4,0,0,7,0,0,1,0,0,36,0,0,1
select * from swim  where original = job,0,40,8,0,0,2,0,0,7,0,0,1,0,0,30,0,0,1
select * from birth where basic = 'square'  and city = 'movement',0,65,12,4,0,7,0,0,11,0,1,1,0,0,46,0,0,1
select * from breeze where accept = 'pet'  or out = 'gave',0,58,12,4,0,7,0,0,11,0,1,1,0,0,39,0,0,1
select * from lamp where thrown = 'shoe'  or accept = 'oldest',0,62,12,4,0,7,0,0,11,0,1,1,0,0,43,0,0,1
select * from riding where    not work = 'known',0,48,9,2,0,4,0,0,8,0,1,1,0,0,33,0,0,1
select * from steam where automobile = 'pen'  and  ( electricity = 'instrument' or ordinary = 'policeman' ) ,0,108,18,6,0,12,0,0,18,0,2,1,0,0,76,0,0,1
select * from bat where not pictured = 'log'  and not yet = 'citizen',0,69,14,4,0,7,0,0,13,0,2,1,0,0,48,0,0,1
select * from tribe order by hunt,0,33,7,0,0,1,0,0,6,0,0,1,0,0,26,0,0,2
select * from college order by jar desc,0,39,8,0,0,1,0,0,7,0,0,1,0,0,31,0,0,2
" select * from choose order by finger, entirely",0,47,8,0,0,2,0,0,8,0,0,1,0,0,37,0,0,2
" select * from directly order by river asc, return desc",0,55,10,0,0,2,0,0,10,0,0,1,0,0,43,0,0,2
"insert into saw ( knowledge, at, manufacturing, stream, me, melted )  values  ( 'century', 'salmon'. old', 'move', 'line', 'open', 'wood' )  ",0,141,21,13,0,28,0,0,21,0,0,0,0,0,89,0,0,0
"insert into library  ( give, adventure, lips )  values  ( 'could', 'happened', 'reason' )  ",0,91,14,6,0,14,0,0,14,0,0,0,0,0,59,0,0,0
"   select how, voice, wrapped from cloud where flower  is null",0,62,10,0,0,2,0,0,10,0,0,0,1,0,47,0,1,1
"   select observe, upward, screenfrom cool where into  is not null",0,66,10,0,0,2,0,0,10,0,1,0,1,0,51,0,1,1
"  update road set separate =  'particular', city =  'freedom' where chapter =  favorite",0,87,13,4,0,8,0,0,13,0,0,0,0,0,62,0,0,0
 update quick set planning = 'under'where another = 'of',0,56,9,4,0,6,0,0,9,0,0,0,0,0,41,0,0,0
select * from particular,0,24,4,0,0,1,0,0,3,0,0,1,0,0,20,0,0,1
delete from also where noon = 'height',0,38,7,2,0,3,0,0,6,0,0,0,0,0,29,0,0,0
delete from charge,0,18,3,0,0,0,0,0,2,0,0,0,0,0,16,0,1,0
select earn ( s )  from close,0,29,7,0,0,2,0,0,6,0,0,0,0,0,20,0,0,1
select * from  ( select gently from act ) ,0,42,9,0,0,3,0,0,9,0,0,1,0,0,29,0,0,2
select top 3 * from been,0,24,6,0,0,1,0,0,5,0,0,1,0,0,17,1,0,2
select * from somewhere 3,0,25,5,0,0,1,0,0,4,0,0,1,0,0,19,1,0,1
select * from bright fetch first 3 rows only,0,44,9,0,0,1,0,0,8,0,0,1,0,0,34,1,0,3
select top 50 percent * from no,0,31,7,0,0,1,0,0,6,0,0,1,0,0,22,2,0,2
select * from line fetch first 50 percent rows only,0,51,10,0,0,1,0,0,9,0,0,1,0,0,39,2,0,3
select top 3 * from doubt where smaller = 'hidden',0,50,10,2,0,4,0,0,9,0,0,1,0,0,36,1,0,2
select * from look where were = 'possible' limit 3,0,50,10,2,0,4,0,0,9,0,0,1,0,0,36,1,0,1
select * from neck where when = 'how' fetch first 3 rows only,0,61,13,2,0,4,0,0,12,0,0,1,0,0,44,1,0,3
select min ( somewhere )  as individual from held,0,49,9,0,0,2,0,0,8,0,0,0,0,0,38,0,0,1
select min ( nice )  as smile from zoo,0,38,9,0,0,2,0,0,8,0,0,0,0,0,27,0,0,1
select * from  ( select trade from package ) ,0,45,9,0,0,3,0,0,9,0,0,1,0,0,32,0,0,2
select top 3 * from keep select * from nearby 3select * from improve,0,68,14,0,0,3,0,0,13,0,0,3,0,0,50,2,0,3
select * from sport 3 select * from southern,0,44,9,0,0,2,0,0,8,0,0,2,0,0,33,1,0,2
select * from course fetch first 3 rows only select top 50 percent * from season,0,80,16,0,0,2,0,0,15,0,0,2,0,0,60,3,0,5
select top 50 percent * from subject select * from people fetch first 50 percent rows onlyselect top 3 * from building,0,118,22,0,0,3,0,0,21,0,0,3,0,0,89,5,0,6
select * from would fetch first 50 percent rows onlyselect top 3 * from catch,0,77,15,0,0,2,0,0,14,0,0,2,0,0,58,3,0,4
select top 3 * from attached where wrong = 'sign' select * from easily,0,70,14,2,0,5,0,0,13,0,0,2,0,0,51,1,0,3
select * from massage where split = 'face' limit 3,0,50,10,2,0,4,0,0,9,0,0,1,0,0,36,1,0,1
select * from stopped where safe = 'setting' fetch first 3 rows only,0,68,13,2,0,4,0,0,12,0,0,1,0,0,51,1,0,3
select avg ( coffee ) from club,0,31,7,0,0,2,0,0,6,0,0,0,0,0,23,0,0,2
select * from ran where element not like '[spell]%',0,51,9,2,0,6,0,0,8,1,1,1,0,0,37,0,0,1
select avg ( against ) from note select sum ( deal ) ,0,53,12,0,0,4,0,0,12,0,0,0,0,0,37,0,0,4
select avg ( cool ) from cowboy select sum ( floor ) ,0,53,12,0,0,4,0,0,12,0,0,0,0,0,37,0,0,4
select avg ( farm )  from stone  select sum ( instant ) ,0,56,12,0,0,4,0,0,12,0,0,0,0,0,38,0,0,4
select count ( special ) from west,0,34,7,0,0,2,0,0,6,0,0,0,0,0,26,0,0,2
select count ( luck ) from off,0,30,7,0,0,2,0,0,6,0,0,0,0,0,22,0,0,2
select avg ( noted ) from key,0,29,7,0,0,2,0,0,6,0,0,0,0,0,21,0,0,2
select * from dozen where verb not like 'clothing%',0,51,9,2,0,4,0,0,8,1,1,1,0,0,39,0,0,1
select * from drink where deeply like '%metal%',0,47,8,2,0,5,0,0,7,2,0,1,0,0,35,0,0,1
select * from earth  where failed not like '[pictured]%',0,56,9,2,0,6,0,0,8,1,1,1,0,0,41,0,0,1
"  select * from race where large in  ( 'come', 'adjective', 'successful' )  ",0,76,12,6,0,11,0,0,13,0,0,1,0,0,49,0,0,1
"  select * from cotton where kids not in  ( 'within', 'connected', 'pattern' )  ",0,80,13,6,0,11,0,0,14,0,1,1,0,0,52,0,0,1
select * from involved where daughter in  ( select leaf from thin ) ,0,68,13,0,0,3,0,0,13,0,0,1,0,0,51,0,0,2
select * from load where living  between 10 and 20,0,50,10,0,0,1,0,0,9,0,1,1,0,0,35,4,0,1
select * from over where market between 'exact' and 'specific',0,62,10,4,0,5,0,0,9,0,1,1,0,0,48,0,0,1
"select * from heard where certainly between ""place"" and    ""ruler""",0,66,10,0,4,5,0,0,9,0,1,1,0,0,49,0,0,1
select * from building where shout not between 'she' and 'round',0,64,11,4,0,5,0,0,10,0,2,1,0,0,49,0,0,1
select * from smooth where entirely between wherever09/01/1996damage and mother15/31/1996remove,0,95,10,0,0,5,0,0,9,0,1,5,0,0,65,16,0,1
select * from entire where rather between '1996-07-01' and '1996-07-31',0,71,10,4,0,9,0,0,9,0,1,5,0,0,37,16,0,1
select avg ( lift ) from page select sum ( mark ) ,0,50,12,0,0,4,0,0,12,0,0,0,0,0,34,0,0,4
select count ( spite )  from kids,0,33,7,0,0,2,0,0,6,0,0,0,0,0,24,0,0,2
select count ( impossibleid ) from belt,0,39,7,0,0,2,0,0,6,0,0,0,0,0,31,0,0,2
select avg ( price ) from carried,0,33,7,0,0,2,0,0,6,0,0,0,0,0,25,0,0,2
select * from fix where powder between '1996-07-01' and '1996-07-31',0,68,10,4,0,9,0,0,9,0,1,5,0,0,34,16,0,1
"  select roundid as id, our as soon from writing",0,48,9,0,0,1,0,0,9,0,0,0,0,0,37,0,0,1
"  select raceid as id, common as signal from mouse",0,50,9,0,0,1,0,0,9,0,0,0,0,0,39,0,0,1
"  select river as mainly, least as [friend]  from exactly",0,57,9,0,0,3,0,0,9,0,0,0,0,0,43,0,0,1
"   select globe, castle+ ', ' + level+ ' ' + obtain+ ', ' + route as basic  from next",0,85,19,6,0,15,0,0,19,0,0,6,0,0,48,0,0,1
select curve ( s ) from tobacco inner join,0,42,9,0,0,2,0,0,8,0,0,0,0,0,32,0,0,2
"   select chapter,anything,which,airplane,main     (  (  orbit join ran on sister.purple =  first.friendly )   inner join heldon orders.so =  process.anyid ) ",0,158,19,0,0,14,0,0,20,0,0,0,0,0,112,0,0,3
select parent ( s )  from gently left join,0,42,9,0,0,2,0,0,8,0,0,0,0,0,31,0,0,2
"  select blind,walk,exciting from fastened left join orders on heard.sawid =  day.period order by studied.solid",0,111,14,0,0,6,0,0,14,0,0,0,0,0,89,0,0,3
select someone ( s from brief right join,0,40,8,0,0,1,0,0,7,0,0,0,0,0,32,0,0,2
"  select orders.anybodyrid, employees.start, employees.fill from ordersright join employees on orders.employeeid  =  employees.shirtid order by orders.jetid",0,156,15,0,0,9,0,0,15,0,0,0,0,0,129,0,0,3
select individual ( s )  from troops full outer join,0,52,10,0,0,2,0,0,9,0,0,0,0,0,40,0,0,2
" select column_name ( s )  from no,former",0,41,7,0,0,4,0,0,7,0,0,0,0,0,29,0,0,1
select handle ( s )  from occur union,0,37,8,0,0,2,0,0,7,0,0,0,0,0,27,0,0,1
select jump ( s )  from cream select audience ( s ) ,0,52,12,0,0,4,0,0,12,0,0,0,0,0,35,0,0,2
select build ( s )  from experiment union all,0,45,9,0,0,2,0,0,8,0,0,0,0,0,34,0,0,1
select river ( s )  from laugh select combine from increase,0,59,11,0,0,2,0,0,10,0,0,0,0,0,46,0,0,2
select younger from interior union select outside from past order by complex,0,76,12,0,0,0,0,0,11,0,0,0,0,0,65,0,0,3
select machine from pay union all select mixture from ship order by fifty,0,73,13,0,0,0,0,0,12,0,0,0,0,0,61,0,0,3
"  select dangerous,pretty from freedom where loud = 'badly' union select apartment, office from light",0,101,14,2,0,5,0,0,14,0,0,0,0,0,81,0,0,2
"   select count ( heard ) , floating from harder by difficult",0,61,11,0,0,3,0,0,11,0,0,0,0,0,45,0,0,2
"   select employees.type, count ( orders.locationid )  as comefrom    ( ordersinner join running on orders.talesid  =  employees.herdid ) ",0,138,17,0,0,10,0,0,18,0,0,0,0,0,102,0,0,3
select * from swim fetch first 50 percent rows only,0,51,10,0,0,1,0,0,9,0,0,1,0,0,39,2,0,3
select zero,0,11,2,0,0,0,0,0,1,0,0,0,0,0,10,0,0,1
select * from verb,0,18,4,0,0,1,0,0,3,0,0,1,0,0,14,0,0,1
select animal from first,0,24,4,0,0,0,0,0,3,0,0,0,0,0,21,0,0,1
select distinct bare from fun,0,29,5,0,0,0,0,0,4,0,0,0,0,0,25,0,0,1
select count ( distinct yes )  from guide,0,41,8,0,0,2,0,0,7,0,0,0,0,0,31,0,0,2
select count ( * )  as silk,0,27,7,0,0,3,0,0,6,0,0,1,0,0,17,0,0,2
from  ( select distinct dug from over ) ,0,40,8,0,0,2,0,0,8,0,0,0,0,0,29,0,0,1
select * from middle,0,20,4,0,0,1,0,0,3,0,0,1,0,0,16,0,0,1
select * from clothing where prove = 'east',0,43,8,2,0,4,0,0,7,0,0,1,0,0,32,0,0,1
select * from done where center = 'forty',0,41,8,2,0,4,0,0,7,0,0,1,0,0,30,0,0,1
select * from nearest  where still = save,0,41,8,0,0,2,0,0,7,0,0,1,0,0,31,0,0,1
select * from nose where zero = 'slope'  and city = 'muscle',0,60,12,4,0,7,0,0,11,0,1,1,0,0,41,0,0,1
select * from satellites where studied = 'but'  or syllable = 'film',0,68,12,4,0,7,0,0,11,0,1,1,0,0,49,0,0,1
select * from fill where want = 'fellow'  or mad = 'making',0,59,12,4,0,7,0,0,11,0,1,1,0,0,40,0,0,1
select * from same where    not simply = 'south',0,48,9,2,0,4,0,0,8,0,1,1,0,0,33,0,0,1
select * from love where surface = 'desk'  and  ( women = 'chief' or definition = 'birds' ) ,0,92,18,6,0,12,0,0,18,0,2,1,0,0,60,0,0,1
select * from gift where not moment = 'apart'  and not which = 'path',0,69,14,4,0,7,0,0,13,0,2,1,0,0,48,0,0,1
select * from satellites order by concerned,0,43,7,0,0,1,0,0,6,0,0,1,0,0,36,0,0,2
select * from program order by slipped desc,0,43,8,0,0,1,0,0,7,0,0,1,0,0,35,0,0,2
" select * from swept order by beginning, including",0,50,8,0,0,2,0,0,8,0,0,1,0,0,40,0,0,2
" select * from once order by bee asc, allow desc",0,48,10,0,0,2,0,0,10,0,0,1,0,0,36,0,0,2
