,Query,Label,query_len,num_words_query,no_single_qts,no_double_qts,no_punct,no_single_cmnt,no_mult_cmnt,no_space,no_perc,no_log_opt,no_arith,no_null,no_hexa,no_alpha,no_digit,len_of_chr_char_null,genuine_keywords
27877,select distinct meet from got,0,29,5,0,0,0,0,0,4,0,0,0,0,0,25,0,0,1
27878,select count ( distinct complete )  from wish,0,45,8,0,0,2,0,0,7,0,0,0,0,0,35,0,0,2
27879,select count ( * )  as rain,0,27,7,0,0,3,0,0,6,0,0,1,0,0,17,0,0,2
27880,from  ( select distinct instance from pay ) ,0,44,8,0,0,2,0,0,8,0,0,0,0,0,33,0,0,1
27881,select * from truck where chair = 'maybe',0,41,8,2,0,4,0,0,7,0,0,1,0,0,30,0,0,1
27882,select * from anyway where master = 'title',0,43,8,2,0,4,0,0,7,0,0,1,0,0,32,0,0,1
27883,select * from sum  where lose = problem,0,39,8,0,0,2,0,0,7,0,0,1,0,0,29,0,0,2
27884,select * from during where sleep = 'knife'  and city = 'cell',0,61,12,4,0,7,0,0,11,0,1,1,0,0,42,0,0,1
27885,select * from grain where positive = 'matter'  or remember = 'warm',0,67,12,4,0,7,0,0,11,0,1,1,0,0,48,0,0,1
27886,select * from task where meal = 'kill'  or southern = 'enjoy',0,61,12,4,0,7,0,0,11,0,1,1,0,0,42,0,0,1
27887,select * from pipe where    not badly = 'thread',0,48,9,2,0,4,0,0,8,0,1,1,0,0,33,0,0,1
27888,select * from observe where golden = 'various'  and  ( character = 'gain' or ball = 'dirty' ) ,0,94,18,6,0,12,0,0,18,0,2,1,0,0,62,0,1,1
27889,select * from biggest where not gift = 'audience'  and not my = 'angry',0,71,14,4,0,7,0,0,13,0,2,1,0,0,50,0,0,1
27890,select * from location order by are,0,35,7,0,0,1,0,0,6,0,0,1,0,0,28,0,0,2
27891,select * from sight order by advice desc,0,40,8,0,0,1,0,0,7,0,0,1,0,0,32,0,0,2
27892," select * from worth order by oxygen, follow",0,44,8,0,0,2,0,0,8,0,0,1,0,0,34,0,0,2
27893," select * from shine order by owner asc, soon desc",0,50,10,0,0,2,0,0,10,0,0,1,0,0,38,0,0,2
27894,"insert into smaller ( zebra, afraid, fed, noted, condition, merely )  values  ( 'low', 'spell'. store', 'spread', 'sent', 'instance', 'shallow' )  ",0,147,21,13,0,28,0,0,21,0,0,0,0,0,95,0,0,0
27895,"insert into behavior  ( becoming, bound, aloud )  values  ( 'nearby', 'business', 'party' )  ",0,93,14,6,0,14,0,0,14,0,0,0,0,0,61,0,0,0
27896,"   select sat, exact, classroom from clean where music  is null",0,63,10,0,0,2,0,0,10,0,0,0,1,0,48,0,1,1
27897,"   select frighten, number, hornfrom summer where worth  is not null",0,68,10,0,0,2,0,0,10,0,1,0,1,0,53,0,1,1
27898,"  update pattern set somehow =  'take', city =  'unhappy' where avoid =  grass",0,78,13,4,0,8,0,0,13,0,0,0,0,0,53,0,0,0
27899, update society set dog = 'negative'where tears = 'cold',0,56,9,4,0,6,0,0,9,0,0,0,0,0,41,0,0,0
27900,select * from mirror,0,20,4,0,0,1,0,0,3,0,0,1,0,0,16,0,0,1
27901,delete from accurate where lonely = 'cow',0,41,7,2,0,3,0,0,6,0,0,0,0,0,32,0,0,0
27902,delete from jet,0,15,3,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0
27903,select tales ( s )  from important,0,34,7,0,0,2,0,0,6,0,0,0,0,0,25,0,0,1
27904,select * from  ( select zebra from does ) ,0,42,9,0,0,3,0,0,9,0,0,1,0,0,29,0,0,2
27905,select top 3 * from complex,0,27,6,0,0,1,0,0,5,0,0,1,0,0,20,1,0,2
27906,select * from bring 3,0,21,5,0,0,1,0,0,4,0,0,1,0,0,15,1,0,1
27907,select * from hello fetch first 3 rows only,0,43,9,0,0,1,0,0,8,0,0,1,0,0,33,1,0,3
27908,select top 50 percent * from seed,0,33,7,0,0,1,0,0,6,0,0,1,0,0,24,2,0,2
27909,select * from teach fetch first 50 percent rows only,0,52,10,0,0,1,0,0,9,0,0,1,0,0,40,2,0,3
27910,select top 3 * from twenty where word = 'research',0,50,10,2,0,4,0,0,9,0,0,1,0,0,36,1,0,2
27911,select * from behind where hat = 'dirt' limit 3,0,47,10,2,0,4,0,0,9,0,0,1,0,0,33,1,0,1
27912,select * from corn where offer = 'atom' fetch first 3 rows only,0,63,13,2,0,4,0,0,12,0,0,1,0,0,46,1,0,3
27913,select min ( pay )  as unhappy from driving,0,43,9,0,0,2,0,0,8,0,0,0,0,0,32,0,0,1
27914,select min ( grown )  as weak from battle,0,41,9,0,0,2,0,0,8,0,0,0,0,0,30,0,0,1
27915,select * from  ( select fight from roll ) ,0,42,9,0,0,3,0,0,9,0,0,1,0,0,29,0,0,2
27916,select top 3 * from thank select * from job 3select * from story,0,64,14,0,0,3,0,0,13,0,0,3,0,0,46,2,0,3
27917,select * from escape 3 select * from letter,0,43,9,0,0,2,0,0,8,0,0,2,0,0,32,1,0,2
27918,select * from master fetch first 3 rows only select top 50 percent * from chair,0,79,16,0,0,2,0,0,15,0,0,2,0,0,59,3,0,5
27919,select top 50 percent * from running select * from flower fetch first 50 percent rows onlyselect top 3 * from recognize,0,119,22,0,0,3,0,0,21,0,0,3,0,0,90,5,0,6
27920,select * from safety fetch first 50 percent rows onlyselect top 3 * from powerful,0,81,15,0,0,2,0,0,14,0,0,2,0,0,62,3,0,4
27921,select top 3 * from ill where store = 'sister' select * from feet,0,65,14,2,0,5,0,0,13,0,0,2,0,0,46,1,0,3
27922,select * from neck where properly = 'struck' limit 3,0,52,10,2,0,4,0,0,9,0,0,1,0,0,38,1,0,1
27923,select * from behavior where oxygen = 'saw' fetch first 3 rows only,0,67,13,2,0,4,0,0,12,0,0,1,0,0,50,1,0,3
27924,select avg ( relationship ) from fox,0,36,7,0,0,2,0,0,6,0,0,0,0,0,28,0,0,2
27925,select * from getting where tide not like '[shop]%',0,51,9,2,0,6,0,0,8,1,1,1,0,0,37,0,0,1
27926,select avg ( simply ) from order select sum ( piece ) ,0,54,12,0,0,4,0,0,12,0,0,0,0,0,38,0,0,5
27927,select avg ( himself ) from tip select sum ( finger ) ,0,54,12,0,0,4,0,0,12,0,0,0,0,0,38,0,0,4
27928,select avg ( met )  from cap  select sum ( final ) ,0,51,12,0,0,4,0,0,12,0,0,0,0,0,33,0,0,4
27929,select count ( than ) from bring,0,32,7,0,0,2,0,0,6,0,0,0,0,0,24,0,0,2
27930,select count ( nuts ) from count,0,32,7,0,0,2,0,0,6,0,0,0,0,0,24,0,0,3
27931,select avg ( plan ) from aboard,0,31,7,0,0,2,0,0,6,0,0,0,0,0,23,0,0,2
27932,select * from rich where seven not like 'theory%',0,49,9,2,0,4,0,0,8,1,1,1,0,0,37,0,0,1
27933,select * from join where took like '%close%',0,44,8,2,0,5,0,0,7,2,0,1,0,0,32,0,0,2
27934,select * from sun  where me not like '[mental]%',0,48,9,2,0,6,0,0,8,1,1,1,0,0,33,0,0,1
27935,"  select * from shaking where them in  ( 'prevent', 'coach', 'writer' )  ",0,73,12,6,0,11,0,0,13,0,0,1,0,0,46,0,0,1
27936,"  select * from independent where forty not in  ( 'rays', 'bone', 'swung' )  ",0,77,13,6,0,11,0,0,14,0,1,1,0,0,49,0,0,1
27937,select * from clay where shallow in  ( select enough from flag ) ,0,65,13,0,0,3,0,0,13,0,0,1,0,0,48,0,0,2
27938,select * from brain where forty  between 10 and 20,0,50,10,0,0,1,0,0,9,0,1,1,0,0,35,4,0,1
27939,select * from port where price not between 10 and 20,0,52,11,0,0,1,0,0,10,0,2,1,0,0,37,4,0,1
27940,select * from mean where gentle between 'thy' and 'green',0,57,10,4,0,5,0,0,9,0,1,1,0,0,43,0,0,1
27941,"select * from edge where silver between ""heard"" and    ""tube""",0,61,10,0,4,5,0,0,9,0,1,1,0,0,44,0,0,1
27942,select * from sum where crack not between 'pond' and 'mountain',0,63,11,4,0,5,0,0,10,0,2,1,0,0,48,0,0,2
27943,select * from mysterious where silver between part09/01/1996water and build15/31/1996once,0,89,10,0,0,5,0,0,9,0,1,5,0,0,59,16,0,1
27944,select * from nine where split between '1996-07-01' and '1996-07-31',0,68,10,4,0,9,0,0,9,0,1,5,0,0,34,16,0,1
27945,select avg ( split ) from try select sum ( knife ) ,0,51,12,0,0,4,0,0,12,0,0,0,0,0,35,0,0,4
27946,select count ( team )  from expect,0,34,7,0,0,2,0,0,6,0,0,0,0,0,25,0,0,2
27947,select count ( villageid ) from as,0,34,7,0,0,2,0,0,6,0,0,0,0,0,26,0,0,2
27948,select avg ( price ) from available,0,35,7,0,0,2,0,0,6,0,0,0,0,0,27,0,0,2
27949,select * from entire where soldier between '1996-07-01' and '1996-07-31',0,72,10,4,0,9,0,0,9,0,1,5,0,0,38,16,0,1
27950,"  select pilotid as id, duty as middle from concerned",0,53,9,0,0,1,0,0,9,0,0,0,0,0,42,0,0,1
27951,"  select poolid as id, constantly as airplane from hunt",0,55,9,0,0,1,0,0,9,0,0,0,0,0,44,0,0,1
27952,"  select water as dug, composition as [situation]  from nodded",0,62,9,0,0,3,0,0,9,0,0,0,0,0,48,0,0,1
27953,"   select boy, sky+ ', ' + send+ ' ' + label+ ', ' + speed as image  from birthday",0,82,19,6,0,15,0,0,19,0,0,6,0,0,45,0,0,1
27954,select alive ( s ) from gulf inner join,0,39,9,0,0,2,0,0,8,0,0,0,0,0,29,0,0,2
27955,"   select land,flower,shop,alike,list     (  (  stone join gold on column.solution =  heading.football )   inner join easton orders.has =  shirt.probablyid ) ",0,158,19,0,0,14,0,0,20,0,0,0,0,0,112,0,0,3
27956,select magic ( s )  from oxygen left join,0,41,9,0,0,2,0,0,8,0,0,0,0,0,30,0,0,2
27957,"  select four,stronger,yourself from quick left join orders on almost.shortid =  stems.once order by bend.tide",0,110,14,0,0,6,0,0,14,0,0,0,0,0,88,0,0,3
27958,select differ ( s from unit right join,0,38,8,0,0,1,0,0,7,0,0,0,0,0,30,0,0,2
27959,"  select orders.automobilerid, employees.pure, employees.just from ordersright join employees on orders.employeeid  =  employees.fastid order by orders.richid",0,158,15,0,0,9,0,0,15,0,0,0,0,0,131,0,0,3
27960,select cotton ( s )  from column full outer join,0,48,10,0,0,2,0,0,9,0,0,0,0,0,36,0,0,2
27961," select column_name ( s )  from chapter,west",0,44,7,0,0,4,0,0,7,0,0,0,0,0,32,0,0,1
27962,select distant ( s )  from establish union,0,42,8,0,0,2,0,0,7,0,0,0,0,0,32,0,0,1
27963,select pen ( s )  from scientist select bank ( s ) ,0,51,12,0,0,4,0,0,12,0,0,0,0,0,34,0,0,2
27964,select easily ( s )  from earn union all,0,40,9,0,0,2,0,0,8,0,0,0,0,0,29,0,0,1
27965,select noon ( s )  from wait select cup from open,0,49,11,0,0,2,0,0,10,0,0,0,0,0,36,0,0,2
27966,select then from upper union select double from army order by strong,0,68,12,0,0,0,0,0,11,0,0,0,0,0,57,0,0,3
27967,select quietly from where union all select short from went order by caught,0,74,13,0,0,0,0,0,12,0,0,0,0,0,62,0,0,3
27968,"  select more,wide from trade where kids = 'begun' union select along, grown from roll",0,86,14,2,0,5,0,0,14,0,0,0,0,0,66,0,0,2
27969,"   select count ( hold ) , near from influence by ground",0,56,11,0,0,3,0,0,11,0,0,0,0,0,40,0,0,2
27970,"   select employees.house, count ( orders.picturedid )  as nationalfrom    ( ordersinner join series on orders.deeplyid  =  employees.positionid ) ",0,147,17,0,0,10,0,0,18,0,0,0,0,0,111,0,0,3
27971,select * from cause fetch first 50 percent rows only,0,52,10,0,0,1,0,0,9,0,0,1,0,0,40,2,0,3
27972,select difference,0,17,2,0,0,0,0,0,1,0,0,0,0,0,16,0,0,1
27973,select * from separate,0,22,4,0,0,1,0,0,3,0,0,1,0,0,18,0,0,1
27974,select useful from warn,0,23,4,0,0,0,0,0,3,0,0,0,0,0,20,0,0,1
27975,select distinct visit from creature,0,35,5,0,0,0,0,0,4,0,0,0,0,0,31,0,0,1
27976,select count ( distinct date )  from ground,0,43,8,0,0,2,0,0,7,0,0,0,0,0,33,0,0,2
27977,select count ( * )  as mission,0,30,7,0,0,3,0,0,6,0,0,1,0,0,20,0,0,2
27978,from  ( select distinct fellow from recent ) ,0,45,8,0,0,2,0,0,8,0,0,0,0,0,34,0,0,1
27979,select * from strip,0,19,4,0,0,1,0,0,3,0,0,1,0,0,15,0,0,1
27980,select * from repeat where your = 'medicine',0,44,8,2,0,4,0,0,7,0,0,1,0,0,33,0,0,1
27981,select * from lucky where stream = 'seems',0,42,8,2,0,4,0,0,7,0,0,1,0,0,31,0,0,1
27982,select * from clear  where continued = how,0,42,8,0,0,2,0,0,7,0,0,1,0,0,32,0,0,1
27983,select * from layers where chair = 'empty'  and city = 'eleven',0,63,12,4,0,7,0,0,11,0,1,1,0,0,44,0,0,1
27984,select * from half where push = 'eventually'  or fill = 'onto',0,62,12,4,0,7,0,0,11,0,1,1,0,0,43,0,0,1
27985,select * from split where letter = 'fur'  or applied = 'most',0,61,12,4,0,7,0,0,11,0,1,1,0,0,42,0,0,1
27986,select * from blood where    not have = 'clearly',0,49,9,2,0,4,0,0,8,0,1,1,0,0,34,0,0,1
27987,select * from under where bicycle = 'escape'  and  ( stove = 'sides' or hung = 'telephone' ) ,0,93,18,6,0,12,0,0,18,0,2,1,0,0,61,0,0,1
27988,select * from nearer where not useful = 'sold'  and not example = 'circle',0,74,14,4,0,7,0,0,13,0,2,1,0,0,53,0,0,1
27989,select * from negative order by lost,0,36,7,0,0,1,0,0,6,0,0,1,0,0,29,0,0,2
27990,select * from sound order by mission desc,0,41,8,0,0,1,0,0,7,0,0,1,0,0,33,0,0,2
27991," select * from putting order by thought, nice",0,45,8,0,0,2,0,0,8,0,0,1,0,0,35,0,0,2
27992," select * from tonight order by paint asc, mass desc",0,52,10,0,0,2,0,0,10,0,0,1,0,0,40,0,0,2
27993,"insert into ran ( instrument, wrong, oldest, few, wore, body )  values  ( 'swept', 'dropped'. repeat', 'cookies', 'bark', 'carbon', 'tonight' )  ",0,145,21,13,0,28,0,0,21,0,0,0,0,0,93,0,0,0
27994,"insert into production  ( trouble, personal, dish )  values  ( 'short', 'table', 'trunk' )  ",0,92,14,6,0,14,0,0,14,0,0,0,0,0,60,0,0,0
27995,"   select tank, power, down from hour where secret  is null",0,59,10,0,0,2,0,0,10,0,0,0,1,0,44,0,1,1
27996,"   select pocket, birds, moneyfrom observe where smoke  is not null",0,67,10,0,0,2,0,0,10,0,1,0,1,0,52,0,1,1
27997,"  update kitchen set wrote =  'ants', city =  'satellites' where we =  range",0,76,13,4,0,8,0,0,13,0,0,0,0,0,51,0,0,0
27998, update close set toy = 'anyone'where sail = 'hill',0,51,9,4,0,6,0,0,9,0,0,0,0,0,36,0,0,0
27999,select * from constantly,0,24,4,0,0,1,0,0,3,0,0,1,0,0,20,0,0,1
28000,delete from because where deeply = 'quickly',0,44,7,2,0,3,0,0,6,0,0,0,0,0,35,0,0,0
28001,delete from men,0,15,3,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0
28002,select adjective ( s )  from short,0,34,7,0,0,2,0,0,6,0,0,0,0,0,25,0,0,1
28003,select * from  ( select basic from ever ) ,0,42,9,0,0,3,0,0,9,0,0,1,0,0,29,0,0,2
28004,select top 3 * from same,0,24,6,0,0,1,0,0,5,0,0,1,0,0,17,1,0,2
28005,select * from general 3,0,23,5,0,0,1,0,0,4,0,0,1,0,0,17,1,0,1
28006,select * from will fetch first 3 rows only,0,42,9,0,0,1,0,0,8,0,0,1,0,0,32,1,0,3
28007,select top 50 percent * from crack,0,34,7,0,0,1,0,0,6,0,0,1,0,0,25,2,0,2
28008,select * from require fetch first 50 percent rows only,0,54,10,0,0,1,0,0,9,0,0,1,0,0,42,2,0,3
28009,select top 3 * from oxygen where writer = 'pan',0,47,10,2,0,4,0,0,9,0,0,1,0,0,33,1,0,2
28010,select * from book where what = 'egg' limit 3,0,45,10,2,0,4,0,0,9,0,0,1,0,0,31,1,0,1
28011,select * from carbon where indicate = 'paragraph' fetch first 3 rows only,0,73,13,2,0,4,0,0,12,0,0,1,0,0,56,1,0,3
28012,select min ( produce )  as boy from donkey,0,42,9,0,0,2,0,0,8,0,0,0,0,0,31,0,0,1
28013,select min ( box )  as film from tie,0,36,9,0,0,2,0,0,8,0,0,0,0,0,25,0,0,1
28014,select * from  ( select atomic from slipped ) ,0,46,9,0,0,3,0,0,9,0,0,1,0,0,33,0,0,2
28015,select top 3 * from afternoon select * from bark 3select * from light,0,69,14,0,0,3,0,0,13,0,0,3,0,0,51,2,0,3
28016,select * from syllable 3 select * from crowd,0,44,9,0,0,2,0,0,8,0,0,2,0,0,33,1,0,2
28017,select * from zipper fetch first 3 rows only select top 50 percent * from jar,0,77,16,0,0,2,0,0,15,0,0,2,0,0,57,3,0,5
28018,select top 50 percent * from strip select * from fifteen fetch first 50 percent rows onlyselect top 3 * from early,0,114,22,0,0,3,0,0,21,0,0,3,0,0,85,5,0,6
28019,select * from cannot fetch first 50 percent rows onlyselect top 3 * from itself,0,79,15,0,0,2,0,0,14,0,0,2,0,0,60,3,0,4
28020,select top 3 * from crop where further = 'minerals' select * from involved,0,74,14,2,0,5,0,0,13,0,0,2,0,0,55,1,0,3
28021,select * from explore where with = 'affect' limit 3,0,51,10,2,0,4,0,0,9,0,0,1,0,0,37,1,0,1
28022,select * from young where highest = 'folks' fetch first 3 rows only,0,67,13,2,0,4,0,0,12,0,0,1,0,0,50,1,0,3
28023,select avg ( flight ) from individual,0,37,7,0,0,2,0,0,6,0,0,0,0,0,29,0,0,2
28024,select * from member where final not like '[indicate]%',0,55,9,2,0,6,0,0,8,1,1,1,0,0,41,0,0,1
28025,select avg ( sit ) from terrible select sum ( mass ) ,0,53,12,0,0,4,0,0,12,0,0,0,0,0,37,0,0,4
28026,select avg ( gradually ) from such select sum ( meat ) ,0,55,12,0,0,4,0,0,12,0,0,0,0,0,39,0,0,4
28027,select avg ( writing )  from bad  select sum ( shout ) ,0,55,12,0,0,4,0,0,12,0,0,0,0,0,37,0,0,4
28028,select count ( cage ) from football,0,35,7,0,0,2,0,0,6,0,0,0,0,0,27,0,0,2
28029,select count ( several ) from stems,0,35,7,0,0,2,0,0,6,0,0,0,0,0,27,0,0,2
28030,select avg ( direct ) from scared,0,33,7,0,0,2,0,0,6,0,0,0,0,0,25,0,0,2
28031,select * from breathing where dropped not like 'bottom%',0,56,9,2,0,4,0,0,8,1,1,1,0,0,44,0,0,1
28032,select * from torn where addition like '%hide%',0,47,8,2,0,5,0,0,7,2,0,1,0,0,35,0,0,1
28033,select * from gently  where relationship not like '[steep]%',0,60,9,2,0,6,0,0,8,1,1,1,0,0,45,0,0,1
28034,"  select * from vertical where model in  ( 'thing', 'because', 'satisfied' )  ",0,78,12,6,0,11,0,0,13,0,0,1,0,0,51,0,0,1
28035,"  select * from here where seven not in  ( 'mine', 'origin', 'future' )  ",0,73,13,6,0,11,0,0,14,0,1,1,0,0,45,0,0,1
28036,select * from perfect where consider in  ( select cast from bat ) ,0,66,13,0,0,3,0,0,13,0,0,1,0,0,49,0,0,2
28037,select * from ruler where shells  between 10 and 20,0,51,10,0,0,1,0,0,9,0,1,1,0,0,36,4,0,1
28038,select * from cold where price not between 10 and 20,0,52,11,0,0,1,0,0,10,0,2,1,0,0,37,4,0,1
28039,select * from teacher where calm between 'accept' and 'offer',0,61,10,4,0,5,0,0,9,0,1,1,0,0,47,0,0,1
28040,"select * from visit where toward between ""flame"" and    ""sheet""",0,63,10,0,4,5,0,0,9,0,1,1,0,0,46,0,0,1
28041,select * from evidence where inch not between 'her' and 'low',0,61,11,4,0,5,0,0,10,0,2,1,0,0,46,0,0,1
28042,select * from single where been between average09/01/1996movie and work15/31/1996radio,0,86,10,0,0,5,0,0,9,0,1,5,0,0,56,16,0,1
28043,select * from riding where nuts between '1996-07-01' and '1996-07-31',0,69,10,4,0,9,0,0,9,0,1,5,0,0,35,16,0,1
28044,select avg ( score ) from happily select sum ( machine ) ,0,57,12,0,0,4,0,0,12,0,0,0,0,0,41,0,0,4
28045,select count ( vowel )  from thrown,0,35,7,0,0,2,0,0,6,0,0,0,0,0,26,0,0,2
28046,select count ( markid ) from him,0,32,7,0,0,2,0,0,6,0,0,0,0,0,24,0,0,2
28047,select avg ( price ) from garage,0,32,7,0,0,2,0,0,6,0,0,0,0,0,24,0,0,2
28048,select * from stretch where cast between '1996-07-01' and '1996-07-31',0,70,10,4,0,9,0,0,9,0,1,5,0,0,36,16,0,1
28049,"  select mayid as id, scientist as rear from tall",0,49,9,0,0,1,0,0,9,0,0,0,0,0,38,0,0,1
28050,"  select crossid as id, nothing as represent from which",0,55,9,0,0,1,0,0,9,0,0,0,0,0,44,0,0,1
28051,"  select apple as present, think as [fifth]  from at",0,52,9,0,0,3,0,0,9,0,0,0,0,0,38,0,0,1
28052,"   select worth, seen+ ', ' + wise+ ' ' + remember+ ', ' + comfortable as needs  from death",0,91,19,6,0,15,0,0,19,0,0,6,0,0,54,0,0,1
28053,select cat ( s ) from sudden inner join,0,39,9,0,0,2,0,0,8,0,0,0,0,0,29,0,0,2
28054,"   select here,increase,be,ahead,silly     (  (  without join physical on camp.never =  fog.kept )   inner join tenton orders.gray =  union.cageid ) ",0,149,19,0,0,14,0,0,20,0,0,0,0,0,103,0,0,3
28055,select bank ( s )  from whale left join,0,39,9,0,0,2,0,0,8,0,0,0,0,0,28,0,0,2
28056,"  select skin,brass,smaller from dug left join orders on coast.neverid =  adjective.stronger order by chicken.two",0,113,14,0,0,6,0,0,14,0,0,0,0,0,91,0,0,3
28057,select capital ( s from probably right join,0,43,8,0,0,1,0,0,7,0,0,0,0,0,35,0,0,2
28058,"  select orders.hairrid, employees.ranch, employees.teacher from ordersright join employees on orders.employeeid  =  employees.askid order by orders.knifeid",0,156,15,0,0,9,0,0,15,0,0,0,0,0,129,0,0,3
28059,select danger ( s )  from dot full outer join,0,45,10,0,0,2,0,0,9,0,0,0,0,0,33,0,0,2
28060," select column_name ( s )  from together,summer",0,47,7,0,0,4,0,0,7,0,0,0,0,0,35,0,0,1
28061,select attention ( s )  from trunk union,0,40,8,0,0,2,0,0,7,0,0,0,0,0,30,0,0,1
28062,select taught ( s )  from did select clock ( s ) ,0,49,12,0,0,4,0,0,12,0,0,0,0,0,32,0,0,2
28063,select more ( s )  from bread union all,0,39,9,0,0,2,0,0,8,0,0,0,0,0,28,0,0,1
28064,select satisfied ( s )  from library select get from fence,0,58,11,0,0,2,0,0,10,0,0,0,0,0,45,0,0,2
28065,select fallen from cell union select rock from actual order by everyone,0,71,12,0,0,0,0,0,11,0,0,0,0,0,60,0,0,3
28066,select engine from began union all select jet from chamber order by log,0,71,13,0,0,0,0,0,12,0,0,0,0,0,59,0,0,3
28067,"  select create,bottom from pretty where familiar = 'play' union select tower, opinion from go",0,94,14,2,0,5,0,0,14,0,0,0,0,0,74,0,0,2
28068,"   select count ( along ) , operation from seems by middle",0,58,11,0,0,3,0,0,11,0,0,0,0,0,42,0,0,2
28069,"   select employees.prize, count ( orders.tightid )  as refusedfrom    ( ordersinner join young on orders.wrappedid  =  employees.recentlyid ) ",0,143,17,0,0,10,0,0,18,0,0,0,0,0,107,0,0,3
28070,select * from prize fetch first 50 percent rows only,0,52,10,0,0,1,0,0,9,0,0,1,0,0,40,2,0,3
28071,select smile,0,12,2,0,0,0,0,0,1,0,0,0,0,0,11,0,0,1
28072,select * from design,0,20,4,0,0,1,0,0,3,0,0,1,0,0,16,0,0,1
28073,select surprise from stomach,0,28,4,0,0,0,0,0,3,0,0,0,0,0,25,0,0,1
28074,select distinct sides from wire,0,31,5,0,0,0,0,0,4,0,0,0,0,0,27,0,0,1
28075,select count ( distinct cover )  from run,0,41,8,0,0,2,0,0,7,0,0,0,0,0,31,0,0,2
28076,select count ( * )  as month,0,28,7,0,0,3,0,0,6,0,0,1,0,0,18,0,0,2
28077,from  ( select distinct cool from loss ) ,0,41,8,0,0,2,0,0,8,0,0,0,0,0,30,0,0,1
28078,select * from journey,0,21,4,0,0,1,0,0,3,0,0,1,0,0,17,0,0,1
28079,select * from factory where team = 'into',0,41,8,2,0,4,0,0,7,0,0,1,0,0,30,0,0,1
28080,select * from far where possibly = 'world',0,42,8,2,0,4,0,0,7,0,0,1,0,0,31,0,0,1
28081,select * from arrow  where border = quite,0,41,8,0,0,2,0,0,7,0,0,1,0,0,31,0,0,1
28082,select * from open where throughout = 'fought'  and city = 'me',0,63,12,4,0,7,0,0,11,0,1,1,0,0,44,0,0,1
28083,select * from gold where arrow = 'universe'  or wheel = 'lying',0,63,12,4,0,7,0,0,11,0,1,1,0,0,44,0,0,1
28084,select * from managed where away = 'married'  or valuable = 'grandfather',0,73,12,4,0,7,0,0,11,0,1,1,0,0,54,0,0,1
28085,select * from alone where    not single = 'officer',0,51,9,2,0,4,0,0,8,0,1,1,0,0,36,0,0,1
28086,select * from stage where silk = 'swimming'  and  ( struggle = 'smell' or taught = 'ground' ) ,0,94,18,6,0,12,0,0,18,0,2,1,0,0,62,0,0,1
28087,select * from bent where not tune = 'talk'  and not flag = 'wait',0,65,14,4,0,7,0,0,13,0,2,1,0,0,44,0,0,1
28088,select * from liquid order by pond,0,34,7,0,0,1,0,0,6,0,0,1,0,0,27,0,0,2
28089,select * from coal order by beside desc,0,39,8,0,0,1,0,0,7,0,0,1,0,0,31,0,0,2
28090," select * from solve order by more, terrible",0,44,8,0,0,2,0,0,8,0,0,1,0,0,34,0,0,2
28091," select * from today order by taught asc, vast desc",0,51,10,0,0,2,0,0,10,0,0,1,0,0,39,0,0,2
28092,"insert into capital ( factory, this, shake, sides, under, cut )  values  ( 'variety', 'bear'. spoken', 'slight', 'nails', 'mission', 'lying' )  ",0,144,21,13,0,28,0,0,21,0,0,0,0,0,92,0,0,0
28093,"insert into feature  ( solar, likely, quietly )  values  ( 'shot', 'rest', 'floor' )  ",0,86,14,6,0,14,0,0,14,0,0,0,0,0,54,0,0,0
28094,"   select zebra, market, adventure from court where different  is null",0,70,10,0,0,2,0,0,10,0,0,0,1,0,55,0,1,1
28095,"   select include, eaten, solidfrom die where partly  is not null",0,65,10,0,0,2,0,0,10,0,1,0,1,0,50,0,1,1
28096,"  update frighten set sort =  'being', city =  'word' where taste =  wing",0,73,13,4,0,8,0,0,13,0,0,0,0,0,48,0,0,0
28097, update shop set must = 'decide'where cloth = 'shut',0,52,9,4,0,6,0,0,9,0,0,0,0,0,37,0,0,0
28098,delete from sure where naturally = 'buy',0,40,7,2,0,3,0,0,6,0,0,0,0,0,31,0,0,0
28099,delete from if,0,14,3,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0
28100,select social ( s )  from test,0,30,7,0,0,2,0,0,6,0,0,0,0,0,21,0,0,1
28101,select * from  ( select wrapped from recall ) ,0,46,9,0,0,3,0,0,9,0,0,1,0,0,33,0,0,2
28102,select top 3 * from amount,0,26,6,0,0,1,0,0,5,0,0,1,0,0,19,1,0,2
28103,select * from recently 3,0,24,5,0,0,1,0,0,4,0,0,1,0,0,18,1,0,1
28104,select * from customs fetch first 3 rows only,0,45,9,0,0,1,0,0,8,0,0,1,0,0,35,1,0,3
28105,select top 50 percent * from am,0,31,7,0,0,1,0,0,6,0,0,1,0,0,22,2,0,2
28106,select * from wing fetch first 50 percent rows only,0,51,10,0,0,1,0,0,9,0,0,1,0,0,39,2,0,3
28107,select top 3 * from opportunity where finest = 'dawn',0,53,10,2,0,4,0,0,9,0,0,1,0,0,39,1,0,2
28108,select * from something where scared = 'whispered' limit 3,0,58,10,2,0,4,0,0,9,0,0,1,0,0,44,1,0,1
28109,select * from upward where pale = 'structure' fetch first 3 rows only,0,69,13,2,0,4,0,0,12,0,0,1,0,0,52,1,0,3
